target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
TeamB-2020,AthleteRate,123,2460ca9502,8000,28,2,0.5195684897139989,0.003797125033902902,0.0035,1.0848928668294004,0.07664992150011753,-20.976896709946946,0.5,2,0.5238095238095238,23,0.2,0.007565522831667117,0.003797125033902902,1.0,0.007565522831667117,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,GAT,6,39b560e891,7963,26,2,0.8172386388966961,0.06688036048679259,0.003265101092553058,20.48339655985882,0.040878341663618735,-11.560790507246855,0.907384652659998,2,0.6904761904761905,23,0.22989940643310547,0.019393939393939394,0.009852216748768473,0.6153846153846154,0.2545454545454545,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020,Transformer,42,21e171fc2d,8483,334,19,0.7087574758447273,0.08273317576815468,0.03937286337380644,2.101274042039689,0.046236376082023765,-0.2224523421746034,0.5368201339115559,10,0.8647058823529412,27,0.02988944525593484,0.14163736815670516,0.08509354254677128,0.4221556886227545,0.15417106652587118,0.5789473684210527,"(np.float64(0.36275551465160105), np.float64(0.7685837960796962))"
TeamA-2021,Transformer,1,ba4234893b,9493,48,6,0.7218810658196576,0.009931439493789326,0.005056357315916991,1.9641490648862932,0.02166841320008416,-3.307158668837638,0.468722286622194,3,0.8194444444444444,27,0.1674681676681651,0.025094102885821833,0.0129366106080207,0.4166666666666667,0.025737265415549597,0.5,"(np.float64(0.18761280689940868), np.float64(0.8123871931005913))"
TeamA-2021,ProtoNet,1,ba4234893b,9493,48,6,0.23634197988353628,0.0031053235225115675,0.005056357315916991,0.6141424208167148,0.3741340084217862,-73.36883000157165,0.7116396110049864,3,0.15277777777777773,27,0.8953060715697532,0.0,0.0,0.0,0.00806556524001561,0.0,"(0.0, np.float64(0.3903430336530645))"
TeamA-2021,ProtoNet,0,8f006546e9,9512,48,6,0.5038963440405748,0.00572350551576305,0.005046257359125316,1.1342080097070444,0.3632887708311911,-71.35685607047654,0.3607136815189032,4,0.5652173913043479,27,0.929785943031311,0.009226037929267043,0.004729374671571204,0.1875,0.011935651271406332,0.3333333333333333,"(np.float64(0.09676933255921683), np.float64(0.7000116786584712))"
TeamA-2020,ProtoNet,6,54e7d2f18e,8442,318,19,0.8583490875703328,0.1811895917361117,0.037668798862828715,4.810070859862437,0.17322831905354538,-3.7787306455510175,0.76150537315916,11,0.9318181818181818,27,0.5950747728347778,0.24925224327018944,0.1481042654028436,0.7861635220125787,0.29948867786705624,0.8421052631578947,"(np.float64(0.6243407235682331), np.float64(0.9447962896007217))"
TeamA-2020,XGBoost,42,21e171fc2d,8483,334,19,0.7330023962383247,0.09551534378217647,0.03937286337380644,2.425918147617374,0.05299278659094403,-0.4010863648036791,0.49315532256577793,10,0.8941176470588236,27,0.034417915299787744,0.12757408337518836,0.07664453832226917,0.38023952095808383,0.18915801614763553,0.5789473684210527,"(np.float64(0.36275551465160105), np.float64(0.7685837960796962))"
TeamA-2021,Transformer,0,8f006546e9,9512,48,6,0.7359203296703297,0.015616453382759294,0.005046257359125316,3.0946605120168,0.03761358904446502,-6.49156392188365,0.5619536332946157,4,0.8695652173913043,27,0.09300411343574526,0.03177857508969759,0.0162900683131897,0.6458333333333334,0.04780876494023904,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamB-2020,AthleteRate,6,39b560e891,7963,26,2,0.5391835706186217,0.003701594533029613,0.003265101092553058,1.1336845102505695,0.06815162721634402,-19.941121321326616,0.5,2,0.5476190476190477,23,0.17647058823529413,0.007375886524822695,0.003701594533029613,1.0,0.007375886524822695,1.0,"(np.float64(0.34237195288961925), 1.0)"
